family,kappa,hondo,location,scale,sample_size,quantity,row,column,value,absolute_error_estimate,alternate_coordinate_difference
GLO,-9.9999999999999995e-07,-1,0,1,1,covariance,2,1,2.8696337923756953e-06,5.4493479775322602e-13,1.0160160202315333e-16
GLO,-9.9999999999999995e-07,-1,0,1,1,information,2,2,1.4299560445732262,1.5876522597352676e-14,6.6613381477509392e-16
GLO,-9.9999999999999995e-07,-1,0,1,1,covariance,2,2,0.6993221951157037,5.4493479775322602e-13,3.3306690738754696e-16
GLO,-9.9999999999999995e-07,-1,0,1,1,information,2,3,5.7652408415043155e-06,2.0900237088594147e-14,3.3306690738754696e-16
GLO,-9.9999999999999995e-07,-1,0,1,1,covariance,2,3,-9.0146100982102753e-07,5.4493479775322602e-13,6.7253463099925786e-17
GLO,-9.9999999999999995e-07,-1,0,1,1,information,3,1,-0.21497802228859036,7.0390598142000892e-15,5.5511151231257827e-17
GLO,-9.9999999999999995e-07,-1,0,1,1,covariance,3,1,0.17671921532817109,5.4493479775322602e-13,8.3266726846886741e-17
GLO,-9.9999999999999995e-07,-1,0,1,1,information,3,2,5.7652408415043155e-06,2.0900237088594147e-14,3.3306690738754696e-16
GLO,-9.9999999999999995e-07,-1,0,1,1,covariance,3,2,-9.0146100982102764e-07,5.4493479775322602e-13,6.7253674858162599e-17
GLO,-9.9999999999999995e-07,-1,0,1,1,information,3,3,3.7881313180167835,4.241887543520958e-14,8.8817841970012523e-16
GLO,-9.9999999999999995e-07,-1,0,1,1,covariance,3,3,0.27401128954533249,5.4493479775322602e-13,5.5511151231257827e-17
GLO,9.9999999999999995e-07,-1,0,1,1,score_mean,1,0,-2.7755575615628914e-17,3.5869805634580822e-13,2.7755575615628914e-17
GLO,9.9999999999999995e-07,-1,0,1,1,score_mean,2,0,1.3877787807814457e-17,9.9648521810377463e-15,9.7144514654701197e-17
GLO,9.9999999999999995e-07,-1,0,1,1,score_mean,3,0,2.7755575615628914e-17,9.7549155979408785e-15,4.163336342344337e-17
GLO,9.9999999999999995e-07,-1,0,1,1,information,1,1,0.33333333333519322,1.3409357663622054e-14,0
GLO,9.9999999999999995e-07,-1,0,1,1,covariance,1,1,3.1139722422317115,5.4465616181672512e-13,0
GLO,9.9999999999999995e-07,-1,0,1,1,information,1,2,1.6449340668189816e-06,5.8110543482509412e-15,5.5511151231257827e-17
GLO,9.9999999999999995e-07,-1,0,1,1,covariance,1,2,-2.8696337921695266e-06,5.4465616181672512e-13,1.0716322035482506e-16
GLO,9.9999999999999995e-07,-1,0,1,1,information,1,3,-0.21497802228859036,7.0378403535258295e-15,0
GLO,9.9999999999999995e-07,-1,0,1,1,covariance,1,3,0.17671921532817106,5.4465616181672512e-13,2.7755575615628914e-17
GLO,9.9999999999999995e-07,-1,0,1,1,information,2,1,1.6449340668189816e-06,5.8110543482509412e-15,5.5511151231257827e-17
GLO,9.9999999999999995e-07,-1,0,1,1,covariance,2,1,-2.8696337921695266e-06,5.4465616181672512e-13,1.0716279683835143e-16
GLO,9.9999999999999995e-07,-1,0,1,1,information,2,2,1.4299560445732262,1.5876476613720034e-14,6.6613381477509392e-16
GLO,9.9999999999999995e-07,-1,0,1,1,covariance,2,2,0.6993221951157037,5.4465616181672512e-13,3.3306690738754696e-16
GLO,9.9999999999999995e-07,-1,0,1,1,information,2,3,-5.7652408407271594e-06,2.0864715121887759e-14,1.1102230246251565e-16
GLO,9.9999999999999995e-07,-1,0,1,1,covariance,2,3,9.014610096892579e-07,5.4465616181672512e-13,1.4413430267834395e-17
GLO,9.9999999999999995e-07,-1,0,1,1,information,3,1,-0.21497802228859036,7.0378403535258295e-15,0
GLO,9.9999999999999995e-07,-1,0,1,1,covariance,3,1,0.17671921532817106,5.4465616181672512e-13,5.5511151231257827e-17
GLO,9.9999999999999995e-07,-1,0,1,1,information,3,2,-5.7652408407271594e-06,2.0864715121887759e-14,1.1102230246251565e-16
GLO,9.9999999999999995e-07,-1,0,1,1,covariance,3,2,9.014610096892579e-07,5.4465616181672512e-13,1.4413536146952802e-17
GLO,9.9999999999999995e-07,-1,0,1,1,information,3,3,3.7881313180167835,4.2418871590295571e-14,8.8817841970012523e-16
GLO,9.9999999999999995e-07,-1,0,1,1,covariance,3,3,0.27401128954533249,5.4465616181672512e-13,5.5511151231257827e-17
GLO,-0.20000000000000001,-1,0,1,1,score_mean,1,0,-8.3266726846886741e-17,2.8528975409731289e-13,2.7755575615628914e-17
GLO,-0.20000000000000001,-1,0,1,1,score_mean,2,0,2.7755575615628914e-17,1.0188877802985553e-14,2.4980018054066022e-16
GLO,-0.20000000000000001,-1,0,1,1,score_mean,3,0,6.9388939039072284e-17,9.996703294690542e-15,1.5126788710517758e-15
GLO,-0.20000000000000001,-1,0,1,1,information,1,1,0.42281804789684785,1.0417482564665784e-13,1.6653345369377348e-16
GLO,-0.20000000000000001,-1,0,1,1,covariance,1,1,3.0880088925659779,6.9041230010259968e-12,4.4408920985006262e-16
GLO,-0.20000000000000001,-1,0,1,1,information,1,2,-0.40375530809928734,4.2483583191631484e-14,2.2204460492503131e-16
GLO,-0.20000000000000001,-1,0,1,1,covariance,1,2,0.5788445665366807,6.9041230010259968e-12,3.3306690738754696e-16
GLO,-0.20000000000000001,-1,0,1,1,information,1,3,-0.50632393410685061,1.0223907949742628e-14,1.2212453270876722e-15
GLO,-0.20000000000000001,-1,0,1,1,covariance,1,3,0.14211124675779777,6.9041230010259968e-12,1.3045120539345589e-15
GLO,-0.20000000000000001,-1,0,1,1,information,2,1,-0.40375530809928734,4.2483583191631484e-14,2.2204460492503131e-16
GLO,-0.20000000000000001,-1,0,1,1,covariance,2,1,0.57884456653668082,6.9041230010259968e-12,3.3306690738754696e-16
GLO,-0.20000000000000001,-1,0,1,1,information,2,2,1.8004352169050084,2.0025931659980822e-14,4.4408920985006262e-16
GLO,-0.20000000000000001,-1,0,1,1,covariance,2,2,0.82440750356232795,6.9041230010259968e-12,5.5511151231257827e-16
GLO,-0.20000000000000001,-1,0,1,1,information,2,3,1.4399130525771162,2.8159271575060025e-14,0
GLO,-0.20000000000000001,-1,0,1,1,covariance,2,3,-0.17402490778332608,6.9041230010259968e-12,2.4980018054066022e-16
GLO,-0.20000000000000001,-1,0,1,1,information,3,1,-0.50632393410685061,1.0223907949742628e-14,1.2212453270876722e-15
GLO,-0.20000000000000001,-1,0,1,1,covariance,3,1,0.14211124675779815,6.9041230010259968e-12,9.4368957093138306e-16
GLO,-0.20000000000000001,-1,0,1,1,information,3,2,1.4399130525771162,2.8159271575060025e-14,0
GLO,-0.20000000000000001,-1,0,1,1,covariance,3,2,-0.17402490778332605,6.9041230010259968e-12,1.6653345369377348e-16
GLO,-0.20000000000000001,-1,0,1,1,information,3,3,5.1371512172830531,6.5999860437025368e-13,1.7763568394002505e-15
GLO,-0.20000000000000001,-1,0,1,1,covariance,3,3,0.25744522709016981,6.9041230010259968e-12,1.6653345369377348e-16
GLO,0.20000000000000001,-1,0,1,1,score_mean,1,0,5.5511151231257827e-17,2.8528487499521722e-13,0
GLO,0.20000000000000001,-1,0,1,1,score_mean,2,0,-8.3266726846886741e-17,1.0184268922708439e-14,0
GLO,0.20000000000000001,-1,0,1,1,score_mean,3,0,4.3715031594615539e-16,9.9936553895907295e-15,4.7184478546569153e-16
GLO,0.20000000000000001,-1,0,1,1,information,1,1,0.42281804789684785,1.0417546871124578e-13,5.5511151231257827e-17
GLO,0.20000000000000001,-1,0,1,1,covariance,1,1,3.0880088925659774,6.9033801796252367e-12,0
GLO,0.20000000000000001,-1,0,1,1,information,1,2,0.40375530809928734,4.2483862050215942e-14,5.5511151231257827e-17
GLO,0.20000000000000001,-1,0,1,1,covariance,1,2,-0.5788445665366807,6.9033801796252367e-12,2.2204460492503131e-16
GLO,0.20000000000000001,-1,0,1,1,information,1,3,-0.50632393410685084,1.0213503163508041e-14,0
GLO,0.20000000000000001,-1,0,1,1,covariance,1,3,0.14211124675779771,6.9033801796252367e-12,8.6042284408449632e-16
GLO,0.20000000000000001,-1,0,1,1,information,2,1,0.40375530809928734,4.2483862050215942e-14,5.5511151231257827e-17
GLO,0.20000000000000001,-1,0,1,1,covariance,2,1,-0.57884456653668059,6.9033801796252367e-12,1.1102230246251565e-16
GLO,0.20000000000000001,-1,0,1,1,information,2,2,1.8004352169050089,2.0026902428011473e-14,0
GLO,0.20000000000000001,-1,0,1,1,covariance,2,2,0.82440750356232784,6.9033801796252367e-12,4.4408920985006262e-16
GLO,0.20000000000000001,-1,0,1,1,information,2,3,-1.4399130525771171,2.8130463515225329e-14,1.3322676295501878e-15
GLO,0.20000000000000001,-1,0,1,1,covariance,2,3,0.17402490778332644,6.9033801796252367e-12,7.4940054162198066e-16
GLO,0.20000000000000001,-1,0,1,1,information,3,1,-0.50632393410685084,1.0213503163508041e-14,0
GLO,0.20000000000000001,-1,0,1,1,covariance,3,1,0.14211124675779824,6.9033801796252367e-12,5.5511151231257827e-17
GLO,0.20000000000000001,-1,0,1,1,information,3,2,-1.4399130525771171,2.8130463515225329e-14,1.3322676295501878e-15
GLO,0.20000000000000001,-1,0,1,1,covariance,3,2,0.17402490778332616,6.9033801796252367e-12,4.163336342344337e-16
GLO,0.20000000000000001,-1,0,1,1,information,3,3,5.1371512172830531,6.5993031498592066e-13,1.7763568394002505e-15
GLO,0.20000000000000001,-1,0,1,1,covariance,3,3,0.25744522709016993,6.9033801796252367e-12,2.7755575615628914e-16
GLO,-0.40000000000000002,-1,0,1,1,score_mean,1,0,-5.5511151231257827e-17,5.190518001652141e-14,5.5511151231257827e-17
GLO,-0.40000000000000002,-1,0,1,1,score_mean,2,0,2.7755575615628914e-17,1.2534778573300287e-13,9.7144514654701197e-17
GLO,-0.40000000000000002,-1,0,1,1,score_mean,3,0,6.609296443471635e-16,1.0768726765151763e-14,5.8113236445223038e-16
GLO,-0.40000000000000002,-1,0,1,1,information,1,1,1.1972344519694664,1.4088465383857739e-12,1.5765166949677223e-14
GLO,-0.40000000000000002,-1,0,1,1,covariance,1,1,3.0287141639852071,4.3888007504562228e-10,1.3100631690576847e-13
GLO,-0.40000000000000002,-1,0,1,1,information,1,2,-2.0681716501493113,3.6331552082422525e-12,3.8635761256955448e-14
GLO,-0.40000000000000002,-1,0,1,1,covariance,1,2,1.1838112557185685,4.3888007504562228e-10,1.3500311979441904e-13
GLO,-0.40000000000000002,-1,0,1,1,information,1,3,-3.3618280941867988,6.1357084519940403e-12,2.2204460492503131e-15
GLO,-0.40000000000000002,-1,0,1,1,covariance,1,3,0.052874822598324579,4.3888007504562228e-10,3.5964287103951165e-14
GLO,-0.40000000000000002,-1,0,1,1,information,2,1,-2.0681716501493113,3.6331552082422525e-12,3.8635761256955448e-14
GLO,-0.40000000000000002,-1,0,1,1,covariance,2,1,1.1838112557185685,4.3888007504562228e-10,1.3455903058456897e-13
GLO,-0.40000000000000002,-1,0,1,1,information,2,2,4.94147625927073,5.1285138172511935e-12,2.6645352591003757e-15
GLO,-0.40000000000000002,-1,0,1,1,covariance,2,2,1.1884492392272321,4.3888007504562228e-10,8.5709217501062085e-14
GLO,-0.40000000000000002,-1,0,1,1,information,2,3,7.8321880702106128,1.1100877425892034e-11,7.1054273576010019e-15
GLO,-0.40000000000000002,-1,0,1,1,covariance,2,3,-0.30953914807101085,4.3888007504562228e-10,1.2878587085651816e-14
GLO,-0.40000000000000002,-1,0,1,1,information,3,1,-3.3618280941867988,6.1357084519940403e-12,2.2204460492503131e-15
GLO,-0.40000000000000002,-1,0,1,1,covariance,3,1,0.052874822598324607,4.3888007504562228e-10,3.582550922587302e-14
GLO,-0.40000000000000002,-1,0,1,1,information,3,2,7.8321880702106128,1.1100877425892034e-11,7.1054273576010019e-15
GLO,-0.40000000000000002,-1,0,1,1,covariance,3,2,-0.30953914807101085,4.3888007504562228e-10,1.2712053631958042e-14
GLO,-0.40000000000000002,-1,0,1,1,information,3,3,17.213939009145275,2.7562912710420496e-11,1.7763568394002505e-14
GLO,-0.40000000000000002,-1,0,1,1,covariance,3,3,0.20925628265311105,4.3888007504562228e-10,1.2490009027033011e-15
GLO,0.40000000000000002,-1,0,1,1,score_mean,1,0,-2.7755575615628914e-17,5.1904553785282903e-14,8.3266726846886741e-17
GLO,0.40000000000000002,-1,0,1,1,score_mean,2,0,1.3877787807814457e-17,1.2534684018911071e-13,1.3877787807814457e-17
GLO,0.40000000000000002,-1,0,1,1,score_mean,3,0,-7.9797279894933126e-17,1.0767481159232199e-14,2.0816681711721685e-17
GLO,0.40000000000000002,-1,0,1,1,information,1,1,1.197234451969466,1.408843861815332e-12,1.5543122344752192e-14
GLO,0.40000000000000002,-1,0,1,1,covariance,1,1,3.0287141639852089,4.3885090611965931e-10,1.2789769243681803e-13
GLO,0.40000000000000002,-1,0,1,1,information,1,2,2.0681716501493104,3.6331579107544694e-12,3.8191672047105385e-14
GLO,0.40000000000000002,-1,0,1,1,covariance,1,2,-1.1838112557185709,4.3885090611965931e-10,1.3145040611561853e-13
GLO,0.40000000000000002,-1,0,1,1,information,1,3,-3.3618280941867953,6.1370424512254564e-12,2.6645352591003757e-15
GLO,0.40000000000000002,-1,0,1,1,covariance,1,3,0.052874822598323712,4.3885090611965931e-10,3.4652836156112699e-14
GLO,0.40000000000000002,-1,0,1,1,information,2,1,2.0681716501493104,3.6331579107544694e-12,3.8191672047105385e-14
GLO,0.40000000000000002,-1,0,1,1,covariance,2,1,-1.1838112557185703,4.3885090611965931e-10,1.3167245072054357e-13
GLO,0.40000000000000002,-1,0,1,1,information,2,2,4.9414762592707273,5.1293604436086615e-12,1.7763568394002505e-15
GLO,0.40000000000000002,-1,0,1,1,covariance,2,2,1.1884492392272337,4.3885090611965931e-10,8.1934459217336553e-14
GLO,0.40000000000000002,-1,0,1,1,information,2,3,-7.8321880702106075,1.1100878076473396e-11,4.4408920985006262e-15
GLO,0.40000000000000002,-1,0,1,1,covariance,2,3,0.30953914807101124,4.3885090611965931e-10,1.1324274851176597e-14
GLO,0.40000000000000002,-1,0,1,1,information,3,1,-3.3618280941867953,6.1370424512254564e-12,2.6645352591003757e-15
GLO,0.40000000000000002,-1,0,1,1,covariance,3,1,0.052874822598323871,4.3885090611965931e-10,3.4867941867133823e-14
GLO,0.40000000000000002,-1,0,1,1,information,3,2,-7.8321880702106075,1.1100878076473396e-11,4.4408920985006262e-15
GLO,0.40000000000000002,-1,0,1,1,covariance,3,2,0.30953914807101118,4.3885090611965931e-10,1.1435297153639112e-14
GLO,0.40000000000000002,-1,0,1,1,information,3,3,17.213939009145264,2.7559372411762979e-11,2.1316282072803006e-14
GLO,0.40000000000000002,-1,0,1,1,covariance,3,3,0.20925628265311108,4.3885090611965931e-10,1.7763568394002505e-15
GLO,-0.45000000000000001,-1,0,1,1,score_mean,1,0,8.3266726846886741e-17,6.7546264618825475e-14,1.1102230246251565e-16
GLO,-0.45000000000000001,-1,0,1,1,score_mean,2,0,9.7144514654701197e-17,1.4517802433158482e-13,7.3552275381416621e-16
GLO,-0.45000000000000001,-1,0,1,1,score_mean,3,0,8.6736173798840355e-17,1.4438709221664473e-14,8.0317696937726168e-16
GLO,-0.45000000000000001,-1,0,1,1,information,1,1,2.432312966772852,3.4211379899377135e-14,0
GLO,-0.45000000000000001,-1,0,1,1,covariance,1,1,3.0136420389427045,1.3504057232988909e-10,7.1054273576010019e-15
GLO,-0.45000000000000001,-1,0,1,1,information,1,2,-4.5595897533451648,3.1841311060694368e-13,8.8817841970012523e-16
GLO,-0.45000000000000001,-1,0,1,1,covariance,1,2,1.3408035183197813,1.3504057232988909e-10,6.6613381477509392e-16
GLO,-0.45000000000000001,-1,0,1,1,information,1,3,-8.197036682611996,3.6800242077851579e-13,5.3290705182007514e-15
GLO,-0.45000000000000001,-1,0,1,1,covariance,1,3,0.02642499155964155,1.3504057232988909e-10,1.1761425167122752e-15
GLO,-0.45000000000000001,-1,0,1,1,information,2,1,-4.5595897533451648,3.1841311060694368e-13,8.8817841970012523e-16
GLO,-0.45000000000000001,-1,0,1,1,covariance,2,1,1.3408035183197822,1.3504057232988909e-10,1.7763568394002505e-15
GLO,-0.45000000000000001,-1,0,1,1,information,2,2,9.8995118250426124,1.7926042521125695e-12,1.7763568394002505e-15
GLO,-0.45000000000000001,-1,0,1,1,covariance,2,2,1.3130218017585902,1.3504057232988909e-10,0
GLO,-0.45000000000000001,-1,0,1,1,information,2,3,17.69805963012054,7.8595456239286019e-12,3.5527136788005009e-15
GLO,-0.45000000000000001,-1,0,1,1,covariance,2,3,-0.33250881693564599,1.3504057232988909e-10,3.8857805861880479e-16
GLO,-0.45000000000000001,-1,0,1,1,information,3,1,-8.197036682611996,3.6800242077851579e-13,5.3290705182007514e-15
GLO,-0.45000000000000001,-1,0,1,1,covariance,3,1,0.026424991559641096,1.3504057232988909e-10,9.2287288921966137e-16
GLO,-0.45000000000000001,-1,0,1,1,information,3,2,17.69805963012054,7.8595456239286019e-12,3.5527136788005009e-15
GLO,-0.45000000000000001,-1,0,1,1,covariance,3,2,-0.33250881693564616,1.3504057232988909e-10,3.8857805861880479e-16
GLO,-0.45000000000000001,-1,0,1,1,information,3,3,36.833075983364722,1.5784289365471824e-12,1.4210854715202004e-14
GLO,-0.45000000000000001,-1,0,1,1,covariance,3,3,0.19279865461215484,1.3504057232988909e-10,0
GLO,0.45000000000000001,-1,0,1,1,score_mean,1,0,-1.3877787807814457e-16,6.7404582275598456e-14,1.1102230246251565e-16
GLO,0.45000000000000001,-1,0,1,1,score_mean,2,0,9.7144514654701197e-17,1.4532819874609145e-13,4.0245584642661925e-16
GLO,0.45000000000000001,-1,0,1,1,score_mean,3,0,-4.649058915617843e-16,1.444657859403579e-14,3.4954678040932663e-16
GLO,0.45000000000000001,-1,0,1,1,information,1,1,2.432312966772852,3.4594475833024914e-14,4.4408920985006262e-16
GLO,0.45000000000000001,-1,0,1,1,covariance,1,1,3.0136420389427037,1.3513046486136234e-10,3.1086244689504383e-15
GLO,0.45000000000000001,-1,0,1,1,information,1,2,4.5595897533451648,3.18579600066127e-13,0
GLO,0.45000000000000001,-1,0,1,1,covariance,1,2,-1.3408035183197868,1.3513046486136234e-10,2.886579864025407e-15
GLO,0.45000000000000001,-1,0,1,1,information,1,3,-8.1970366826119943,3.6987052242803902e-13,1.7763568394002505e-15
GLO,0.45000000000000001,-1,0,1,1,covariance,1,3,0.026424991559638414,1.3513046486136234e-10,9.8185348740287282e-16
GLO,0.45000000000000001,-1,0,1,1,information,2,1,4.5595897533451648,3.18579600066127e-13,0
GLO,0.45000000000000001,-1,0,1,1,covariance,2,1,-1.3408035183197851,1.3513046486136234e-10,1.5543122344752192e-15
GLO,0.45000000000000001,-1,0,1,1,information,2,2,9.8995118250426142,1.7949786465325099e-12,0
GLO,0.45000000000000001,-1,0,1,1,covariance,2,2,1.3130218017585955,1.3513046486136234e-10,1.5543122344752192e-15
GLO,0.45000000000000001,-1,0,1,1,information,2,3,-17.698059630120543,7.8610964399154733e-12,3.5527136788005009e-15
GLO,0.45000000000000001,-1,0,1,1,covariance,2,3,0.33250881693564827,1.3513046486136234e-10,5.5511151231257827e-16
GLO,0.45000000000000001,-1,0,1,1,information,3,1,-8.1970366826119943,3.6987052242803902e-13,1.7763568394002505e-15
GLO,0.45000000000000001,-1,0,1,1,covariance,3,1,0.026424991559639444,1.3513046486136234e-10,3.1225022567582528e-17
GLO,0.45000000000000001,-1,0,1,1,information,3,2,-17.698059630120543,7.8610964399154733e-12,3.5527136788005009e-15
GLO,0.45000000000000001,-1,0,1,1,covariance,3,2,0.33250881693564771,1.3513046486136234e-10,0
GLO,0.45000000000000001,-1,0,1,1,information,3,3,36.833075983364722,1.5854963901736008e-12,1.4210854715202004e-14
GLO,0.45000000000000001,-1,0,1,1,covariance,3,3,0.19279865461215528,1.3513046486136234e-10,0
GLO,-0.48999999999999999,-1,0,1,1,score_mean,1,0,0,5.9543543259883161e-14,0
GLO,-0.48999999999999999,-1,0,1,1,score_mean,2,0,2.6367796834847468e-16,1.1765205209262839e-13,3.7470027081099033e-16
GLO,-0.48999999999999999,-1,0,1,1,score_mean,3,0,3.0704605524789486e-16,1.3747792430025079e-14,8.1532003370909933e-17
GLO,-0.48999999999999999,-1,0,1,1,information,1,1,12.419870334201333,5.4034015463242996e-12,1.7763568394002505e-14
GLO,-0.48999999999999999,-1,0,1,1,covariance,1,1,3.0025793179752331,3.1348524272569298e-09,1.5987211554602254e-14
GLO,-0.48999999999999999,-1,0,1,1,information,1,2,-24.550515876228854,1.7850564267558604e-11,3.1974423109204508e-14
GLO,-0.48999999999999999,-1,0,1,1,covariance,1,2,1.4679971070062754,3.1348524272569298e-09,2.2870594307278225e-14
GLO,-0.48999999999999999,-1,0,1,1,information,1,3,-48.043504229631871,3.5323403975430527e-11,7.815970093361102e-14
GLO,-0.48999999999999999,-1,0,1,1,covariance,1,3,0.0052360775847887916,3.1348524272569298e-09,7.5347714179052616e-15
GLO,-0.48999999999999999,-1,0,1,1,information,2,1,-24.550515876228854,1.7850564267558604e-11,3.1974423109204508e-14
GLO,-0.48999999999999999,-1,0,1,1,covariance,2,1,1.4679971070062785,3.1348524272569298e-09,1.4876988529977098e-14
GLO,-0.48999999999999999,-1,0,1,1,information,2,2,49.866591244632588,4.3957965139910082e-11,7.1054273576010019e-14
GLO,-0.48999999999999999,-1,0,1,1,covariance,2,2,1.4211774823560701,3.1348524272569298e-09,1.4432899320127035e-14
GLO,-0.48999999999999999,-1,0,1,1,information,2,3,97.565309896546083,7.1029353480233606e-11,1.4210854715202004e-13
GLO,-0.48999999999999999,-1,0,1,1,covariance,2,3,-0.34673379660026171,3.1348524272569298e-09,3.5527136788005009e-15
GLO,-0.48999999999999999,-1,0,1,1,information,3,1,-48.043504229631871,3.5323403975430527e-11,7.815970093361102e-14
GLO,-0.48999999999999999,-1,0,1,1,covariance,3,1,0.0052360775847871558,3.1348524272569298e-09,3.6420519378133065e-15
GLO,-0.48999999999999999,-1,0,1,1,information,3,2,97.565309896546083,7.1029353480233606e-11,1.4210854715202004e-13
GLO,-0.48999999999999999,-1,0,1,1,covariance,3,2,-0.34673379660026254,3.1348524272569298e-09,1.7208456881689926e-15
GLO,-0.48999999999999999,-1,0,1,1,information,3,3,196.49049770324064,1.6730342729324121e-10,3.1263880373444408e-13
GLO,-0.48999999999999999,-1,0,1,1,covariance,3,3,0.17853662259782357,3.1348524272569298e-09,2.7755575615628914e-17
GLO,0.48999999999999999,-1,0,1,1,score_mean,1,0,-1.3877787807814457e-16,5.965648938959653e-14,2.7755575615628914e-17
GLO,0.48999999999999999,-1,0,1,1,score_mean,2,0,5.5511151231257827e-17,1.1752172248109395e-13,3.3306690738754696e-16
GLO,0.48999999999999999,-1,0,1,1,score_mean,3,0,-7.2858385991025898e-17,1.3904134242279754e-14,2.6020852139652106e-16
GLO,0.48999999999999999,-1,0,1,1,information,1,1,12.419870334201326,5.4034315245053878e-12,1.2434497875801753e-14
GLO,0.48999999999999999,-1,0,1,1,covariance,1,1,3.0025793179753268,3.1348561450869112e-09,6.2616578588858829e-14
GLO,0.48999999999999999,-1,0,1,1,information,1,2,24.55051587622885,1.7850587199533048e-11,2.8421709430404007e-14
GLO,0.48999999999999999,-1,0,1,1,covariance,1,2,-1.4679971070063733,3.1348561450869112e-09,6.7501559897209518e-14
GLO,0.48999999999999999,-1,0,1,1,information,1,3,-48.043504229631829,3.5323410692640026e-11,4.9737991503207013e-14
GLO,0.48999999999999999,-1,0,1,1,covariance,1,3,0.0052360775847626181,3.1348561450869112e-09,1.8493019615650752e-14
GLO,0.48999999999999999,-1,0,1,1,information,2,1,24.55051587622885,1.7850587199533048e-11,2.8421709430404007e-14
GLO,0.48999999999999999,-1,0,1,1,covariance,2,1,-1.4679971070063678,3.1348561450869112e-09,5.2180482157382357e-14
GLO,0.48999999999999999,-1,0,1,1,information,2,2,49.866591244632559,4.3958187108551871e-11,4.2632564145606011e-14
GLO,0.48999999999999999,-1,0,1,1,covariance,2,2,1.4211774823561463,3.1348561450869112e-09,5.773159728050814e-14
GLO,0.48999999999999999,-1,0,1,1,information,2,3,-97.565309896546054,7.1029383024202696e-11,1.2789769243681803e-13
GLO,0.48999999999999999,-1,0,1,1,covariance,2,3,0.34673379660027792,3.1348561450869112e-09,1.5931700403370996e-14
GLO,0.48999999999999999,-1,0,1,1,information,3,1,-48.043504229631829,3.5323410692640026e-11,4.9737991503207013e-14
GLO,0.48999999999999999,-1,0,1,1,covariance,3,1,0.005236077584765352,3.1348561450869112e-09,1.0796051552741659e-14
GLO,0.48999999999999999,-1,0,1,1,information,3,2,-97.565309896546054,7.1029383024202696e-11,1.2789769243681803e-13
GLO,0.48999999999999999,-1,0,1,1,covariance,3,2,0.34673379660027664,3.1348561450869112e-09,1.2212453270876722e-14
GLO,0.48999999999999999,-1,0,1,1,information,3,3,196.49049770324055,1.6730365389119047e-10,2.2737367544323206e-13
GLO,0.48999999999999999,-1,0,1,1,covariance,3,3,0.17853662259782524,3.1348561450869112e-09,3.4139358007223564e-15
GEV,0,0,0,1,1,score_mean,1,0,-1.1102230246251565e-16,8.1992980705031805e-15,2.2204460492503131e-16
GEV,0,0,0,1,1,score_mean,2,0,-2.7755575615628914e-17,1.0272011586195206e-14,5.5511151231257827e-17
GEV,0,0,0,1,1,score_mean,3,0,-6.9388939039072284e-17,7.3410829239256472e-15,8.3266726846886741e-17
GEV,0,0,0,1,1,information,1,1,0.99999999999999989,1.1107376730841375e-14,1.1102230246251565e-16
GEV,0,0,0,1,1,covariance,1,1,1.2487131118084192,2.4286653449002156e-12,6.6613381477509392e-16
GEV,0,0,0,1,1,information,1,2,-0.4227843350984673,1.0822720263083792e-12,1.1102230246251565e-16
GEV,0,0,0,1,1,covariance,1,2,0.33659395310777923,2.4286653449002156e-12,2.2204460492503131e-16
GEV,0,0,0,1,1,information,1,3,-0.41184033042643975,9.22299688317805e-15,0
GEV,0,0,0,1,1,covariance,1,3,0.25836823954420185,2.4286653449002156e-12,0
GEV,0,0,0,1,1,information,2,1,-0.4227843350984673,1.0822720263083792e-12,1.1102230246251565e-16
GEV,0,0,0,1,1,covariance,2,1,0.33659395310777929,2.4286653449002156e-12,2.2204460492503131e-16
GEV,0,0,0,1,1,information,2,2,1.8236806608528791,2.0242195852506291e-14,4.4408920985006262e-16
GEV,0,0,0,1,1,covariance,2,2,0.65313786712056976,2.4286653449002156e-12,2.2204460492503131e-16
GEV,0,0,0,1,1,information,2,3,-0.33248490716027401,1.7947278991890011e-14,0
GEV,0,0,0,1,1,covariance,2,3,0.14679838219578298,2.4286653449002156e-12,0
GEV,0,0,0,1,1,information,3,1,-0.41184033042643975,9.22299688317805e-15,0
GEV,0,0,0,1,1,covariance,3,1,0.25836823954420185,2.4286653449002156e-12,5.5511151231257827e-17
GEV,0,0,0,1,1,information,3,2,-0.33248490716027401,1.7947278991890011e-14,0
GEV,0,0,0,1,1,covariance,3,2,0.14679838219578295,2.4286653449002156e-12,0
GEV,0,0,0,1,1,information,3,3,2.4236060551770287,2.6912457224640438e-14,4.4408920985006262e-16
GEV,0,0,0,1,1,covariance,3,3,0.47665118889828978,2.4286653449002156e-12,1.1102230246251565e-16
GEV,-9.9999999999999995e-07,0,0,1,1,score_mean,1,0,-1.6653345369377348e-16,4.6601516220076469e-14,5.5511151231257827e-17
GEV,-9.9999999999999995e-07,0,0,1,1,score_mean,2,0,-2.7755575615628914e-17,1.0269748638530053e-14,2.7755575615628914e-17
GEV,-9.9999999999999995e-07,0,0,1,1,score_mean,3,0,1.6653345369377348e-16,7.3414593428170816e-15,1.0408340855860843e-16
GEV,-9.9999999999999995e-07,0,0,1,1,information,1,1,1.0000008455713174,1.2807263853438268e-13,4.4408920985006262e-16
