"family","case","xi","scale","shape","x","p","n","quantity","value","absolute_tolerance","relative_tolerance","estimated_absolute_error","oracle","status"
"Exponential","R-standardized-evaluation","0","1","0","0","NaN","NaN","LogPDF","-0","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","R-stats","infinite"
"Exponential","R-standardized-evaluation","0","1","0","0","NaN","NaN","LogCCDF","0","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","9.9999999999999995e-21","NaN","NaN","LogPDF","-9.9999999999999995e-21","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","9.9999999999999995e-21","NaN","NaN","LogCDF","-46.051701859880914","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","9.9999999999999995e-21","NaN","NaN","LogCCDF","-9.9999999999999995e-21","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","0.10000000000000001","NaN","NaN","LogPDF","-0.10000000000000001","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","0.10000000000000001","NaN","NaN","LogCDF","-2.3521684610440907","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","0.10000000000000001","NaN","NaN","LogCCDF","-0.10000000000000001","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","1","NaN","NaN","LogPDF","-1","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","1","NaN","NaN","LogCDF","-0.45867514538708193","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","1","NaN","NaN","LogCCDF","-1","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","10","NaN","NaN","LogPDF","-10","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","10","NaN","NaN","LogCDF","-4.5400960370489214e-05","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","10","NaN","NaN","LogCCDF","-10","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","1000","NaN","NaN","LogPDF","-1000","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","1000","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","1","0","1000","NaN","NaN","LogCCDF","-1000","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","0","NaN","NaN","LogPDF","460.51701859880916","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","R-stats","infinite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","0","NaN","NaN","LogCCDF","0","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999999e-221","NaN","NaN","LogPDF","460.51701859880916","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999999e-221","NaN","NaN","LogCDF","-46.051701859880914","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999999e-221","NaN","NaN","LogCCDF","-9.9999999999999995e-21","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","1.0000000000000001e-201","NaN","NaN","LogPDF","460.41701859880914","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","1.0000000000000001e-201","NaN","NaN","LogCDF","-2.3521684610440907","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","1.0000000000000001e-201","NaN","NaN","LogCCDF","-0.10000000000000001","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999998e-201","NaN","NaN","LogPDF","459.51701859880916","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999998e-201","NaN","NaN","LogCDF","-0.45867514538708193","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999998e-201","NaN","NaN","LogCCDF","-1","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999998e-200","NaN","NaN","LogPDF","450.51701859880916","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999998e-200","NaN","NaN","LogCDF","-4.5400960370489214e-05","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999998e-200","NaN","NaN","LogCCDF","-10","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999999e-198","NaN","NaN","LogPDF","-539.48298140119084","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999999e-198","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999998e-201","0","9.9999999999999999e-198","NaN","NaN","LogCCDF","-1000","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","0","NaN","NaN","LogPDF","-460.51701859880916","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","R-stats","infinite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","0","NaN","NaN","LogCCDF","0","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","9.9999999999999989e+179","NaN","NaN","LogPDF","-460.51701859880916","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","9.9999999999999989e+179","NaN","NaN","LogCDF","-46.051701859880914","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","9.9999999999999989e+179","NaN","NaN","LogCCDF","-9.9999999999999995e-21","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","1.0000000000000001e+199","NaN","NaN","LogPDF","-460.61701859880918","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","1.0000000000000001e+199","NaN","NaN","LogCDF","-2.3521684610440907","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","1.0000000000000001e+199","NaN","NaN","LogCCDF","-0.10000000000000001","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","9.9999999999999997e+199","NaN","NaN","LogPDF","-461.51701859880916","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","9.9999999999999997e+199","NaN","NaN","LogCDF","-0.45867514538708193","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","9.9999999999999997e+199","NaN","NaN","LogCCDF","-1","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","9.999999999999999e+200","NaN","NaN","LogPDF","-470.51701859880916","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","9.999999999999999e+200","NaN","NaN","LogCDF","-4.5400960370489214e-05","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","9.999999999999999e+200","NaN","NaN","LogCCDF","-10","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","0.99999999999999999e+203","NaN","NaN","LogPDF","-1460.517018598809","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","0.99999999999999999e+203","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","R-stats","finite"
"Exponential","R-standardized-evaluation","0","9.9999999999999997e+199","0","0.99999999999999999e+203","NaN","NaN","LogCCDF","-1000","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","0","NaN","NaN","LogPDF","Inf","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","1","0.001","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","1","0.001","0","NaN","NaN","LogCCDF","0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","1e-10","NaN","NaN","LogPDF","16.095646193526662","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","1e-10","NaN","NaN","LogCDF","-0.022449457331756989","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","1e-10","NaN","NaN","LogCCDF","-3.8076925670559727","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","0.10000000000000001","NaN","NaN","LogPDF","-4.706896377482801","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","0.10000000000000001","NaN","NaN","LogCDF","-0.001823652105188687","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","0.10000000000000001","NaN","NaN","LogCCDF","-6.3078258248075425","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","1","NaN","NaN","LogPDF","-7.9071788853838534","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","1","NaN","NaN","LogCDF","-0.0002196324750319099","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","1","NaN","NaN","LogCCDF","-8.4236647908310722","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","1000","NaN","NaN","LogPDF","-1013.808026409087","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","1000","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.001","1000","NaN","NaN","LogCCDF","-1013.8090239153952","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","0","NaN","NaN","LogPDF","Inf","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","0","NaN","NaN","LogCCDF","0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","1e-210","NaN","NaN","LogPDF","476.61266479233581","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","1e-210","NaN","NaN","LogCDF","-0.022449457331756989","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","1e-210","NaN","NaN","LogCCDF","-3.8076925670559727","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","1.0000000000000001e-201","NaN","NaN","LogPDF","455.81012222132637","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","1.0000000000000001e-201","NaN","NaN","LogCDF","-0.001823652105188687","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","1.0000000000000001e-201","NaN","NaN","LogCCDF","-6.3078258248075425","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","9.9999999999999998e-201","NaN","NaN","LogPDF","452.60983971342529","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","9.9999999999999998e-201","NaN","NaN","LogCDF","-0.0002196324750319099","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","9.9999999999999998e-201","NaN","NaN","LogCCDF","-8.4236647908310722","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","9.9999999999999999e-198","NaN","NaN","LogPDF","-553.29100781027785","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","9.9999999999999999e-198","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.001","9.9999999999999999e-198","NaN","NaN","LogCCDF","-1013.8090239153952","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","0","NaN","NaN","LogPDF","Inf","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","0","NaN","NaN","LogCCDF","0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","1.0000000000000001e+190","NaN","NaN","LogPDF","-444.42137240528251","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","1.0000000000000001e+190","NaN","NaN","LogCDF","-0.022449457331756989","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","1.0000000000000001e+190","NaN","NaN","LogCCDF","-3.8076925670559727","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","1.0000000000000001e+199","NaN","NaN","LogPDF","-465.22391497629195","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","1.0000000000000001e+199","NaN","NaN","LogCDF","-0.001823652105188687","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","1.0000000000000001e+199","NaN","NaN","LogCCDF","-6.3078258248075425","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","9.9999999999999997e+199","NaN","NaN","LogPDF","-468.42419748419303","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","9.9999999999999997e+199","NaN","NaN","LogCDF","-0.0002196324750319099","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","9.9999999999999997e+199","NaN","NaN","LogCCDF","-8.4236647908310722","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","0.99999999999999999e+203","NaN","NaN","LogPDF","-1474.3250450078963","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","0.99999999999999999e+203","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.001","0.99999999999999999e+203","NaN","NaN","LogCCDF","-1013.8090239153952","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","0","NaN","NaN","LogPDF","Inf","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","1","0.01","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","1","0.01","0","NaN","NaN","LogCCDF","0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","1e-10","NaN","NaN","LogPDF","18.196112542499034","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","1e-10","NaN","NaN","LogCDF","-0.22456820135432504","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","1e-10","NaN","NaN","LogCCDF","-1.6037595222189915","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","0.10000000000000001","NaN","NaN","LogPDF","-2.4199206359779168","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","0.10000000000000001","NaN","NaN","LogCDF","-0.018301776508399554","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","0.10000000000000001","NaN","NaN","LogCCDF","-4.00989407871855","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","1","NaN","NaN","LogPDF","-5.599479878042021","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","1","NaN","NaN","LogCDF","-0.0022186941057126489","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","1","NaN","NaN","LogCCDF","-6.111945638793733","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","1000","NaN","NaN","LogPDF","-1011.4381576042343","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","1000","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.01","1000","NaN","NaN","LogCCDF","-1011.4391461284306","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","0","NaN","NaN","LogPDF","Inf","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","0","NaN","NaN","LogCCDF","0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","1e-210","NaN","NaN","LogPDF","478.71313114130817","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","1e-210","NaN","NaN","LogCDF","-0.22456820135432504","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","1e-210","NaN","NaN","LogCCDF","-1.6037595222189915","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","1.0000000000000001e-201","NaN","NaN","LogPDF","458.09709796283124","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","1.0000000000000001e-201","NaN","NaN","LogCDF","-0.018301776508399554","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","1.0000000000000001e-201","NaN","NaN","LogCCDF","-4.00989407871855","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","9.9999999999999998e-201","NaN","NaN","LogPDF","454.91753872076714","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","9.9999999999999998e-201","NaN","NaN","LogCDF","-0.0022186941057126489","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","9.9999999999999998e-201","NaN","NaN","LogCCDF","-6.111945638793733","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","9.9999999999999999e-198","NaN","NaN","LogPDF","-550.92113900542518","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","9.9999999999999999e-198","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999998e-201","0.01","9.9999999999999999e-198","NaN","NaN","LogCCDF","-1011.4391461284306","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","0","NaN","NaN","LogPDF","Inf","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","0","NaN","NaN","LogCCDF","0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","1.0000000000000001e+190","NaN","NaN","LogPDF","-442.32090605631015","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","1.0000000000000001e+190","NaN","NaN","LogCDF","-0.22456820135432504","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","1.0000000000000001e+190","NaN","NaN","LogCCDF","-1.6037595222189915","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","1.0000000000000001e+199","NaN","NaN","LogPDF","-462.93693923478708","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","1.0000000000000001e+199","NaN","NaN","LogCDF","-0.018301776508399554","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","1.0000000000000001e+199","NaN","NaN","LogCCDF","-4.00989407871855","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","9.9999999999999997e+199","NaN","NaN","LogPDF","-466.11649847685118","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","9.9999999999999997e+199","NaN","NaN","LogCDF","-0.0022186941057126489","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","9.9999999999999997e+199","NaN","NaN","LogCCDF","-6.111945638793733","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","0.99999999999999999e+203","NaN","NaN","LogPDF","-1471.9551762030435","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","0.99999999999999999e+203","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","9.9999999999999997e+199","0.01","0.99999999999999999e+203","NaN","NaN","LogCCDF","-1011.4391461284306","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","0","NaN","NaN","LogPDF","Inf","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","R-stats","infinite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","0","NaN","NaN","LogCCDF","0","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","1e-10","NaN","NaN","LogPDF","18.470553185112205","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","1e-10","NaN","NaN","LogCDF","-2.2527126517432969","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","1e-10","NaN","NaN","LogCCDF","-0.11105860856547681","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","0.10000000000000001","NaN","NaN","LogPDF","-0.28038606803956473","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","0.10000000000000001","NaN","NaN","LogCDF","-0.18928362433858814","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","0.10000000000000001","NaN","NaN","LogCCDF","-1.7576581431065503","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","1","NaN","NaN","LogPDF","-3.252712651734206","1.9999999999999999e-11","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","1","NaN","NaN","LogCDF","-0.024423176211098942","0","1.9999999999999999e-11","0","R-stats","finite"
"Gamma","R-standardized-evaluation","0","1","0.10000000000000001","1","NaN","NaN","LogCCDF","-3.7244094871979372","0","1.9999999999999999e-11","0","R-stats","finite"
