"family","case","xi","scale","shape","x","p","n","quantity","value","absolute_tolerance","relative_tolerance","estimated_absolute_error","oracle","status"
"GPA","boundary-and-evaluation","0","1","-0.20000000000000001","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","-0.20000000000000001","0","NaN","NaN","LogCCDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","-0.20000000000000001","Inf","NaN","NaN","LogPDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","-0.20000000000000001","Inf","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","-0.20000000000000001","Inf","NaN","NaN","LogCCDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","-0.20000000000000001","0.10000000000000001","NaN","NaN","LogPDF","-0.11881576377707828","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","-0.20000000000000001","0.10000000000000001","NaN","NaN","LogCDF","-2.3616008641479014","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","-0.20000000000000001","0.10000000000000001","NaN","NaN","LogCCDF","-0.099013136480898573","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","defining-quantile","0","1","-9.9999999999999995e-07","NaN","9.9999999999999998e-13","NaN","InverseCDF","1.000000000000501e-12","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","9.9999999999999998e-13","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","9.9999999999999998e-13","NaN","Gradient2","1.0000000000005e-12","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","9.9999999999999998e-13","NaN","Gradient3","-5.0000000000050001e-25","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","-9.9999999999999995e-07","NaN","0.01","NaN","InverseCDF","0.01005033590400607","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.01","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.01","NaN","Gradient2","0.010050335904006067","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.01","NaN","Gradient3","-5.0504625722480573e-05","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","-9.9999999999999995e-07","NaN","0.5","NaN","InverseCDF","0.69314742078650782","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.5","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.5","NaN","Gradient2","0.69314742078650782","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.5","NaN","Gradient3","-0.2402266179673469","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","-9.9999999999999995e-07","NaN","0.98999999999999999","NaN","InverseCDF","4.6051807898005892","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.98999999999999999","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.98999999999999999","NaN","Gradient2","4.6051807898005892","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.98999999999999999","NaN","Gradient3","-10.60382877587049","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","-9.9999999999999995e-07","NaN","0.99999999999900002","NaN","InverseCDF","27.631424978684525","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.99999999999900002","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.99999999999900002","NaN","Gradient2","27.631424978684525","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","-9.9999999999999995e-07","NaN","0.99999999999900002","NaN","Gradient3","-381.74430714613288","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","support","0","1","-9.9999999999999995e-07","NaN","NaN","NaN","Minimum","0","0","1.9999999999999999e-11","0","mathematical-support","finite"
"GPA","support","0","1","-9.9999999999999995e-07","NaN","NaN","NaN","Maximum","Inf","0","1.9999999999999999e-11","0","mathematical-support","infinite"
"GPA","boundary-and-evaluation","0","1","-9.9999999999999995e-07","0","NaN","NaN","LogPDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","-9.9999999999999995e-07","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","-9.9999999999999995e-07","0","NaN","NaN","LogCCDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","-9.9999999999999995e-07","Inf","NaN","NaN","LogPDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","-9.9999999999999995e-07","Inf","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","-9.9999999999999995e-07","Inf","NaN","NaN","LogCCDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","-9.9999999999999995e-07","0.10000000000000001","NaN","NaN","LogPDF","-0.10000009499999533","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","-9.9999999999999995e-07","0.10000000000000001","NaN","NaN","LogCDF","-2.3521685085857484","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","-9.9999999999999995e-07","0.10000000000000001","NaN","NaN","LogCCDF","-0.099999995000000341","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","defining-quantile","0","1","0","NaN","9.9999999999999998e-13","NaN","InverseCDF","1.000000000000501e-12","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","9.9999999999999998e-13","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","9.9999999999999998e-13","NaN","Gradient2","1.0000000000005e-12","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","9.9999999999999998e-13","NaN","Gradient3","-5.0000000000050001e-25","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0","NaN","0.01","NaN","InverseCDF","0.010050335853501445","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.01","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.01","NaN","Gradient2","0.010050335853501442","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.01","NaN","Gradient3","-5.0504625384088282e-05","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0","NaN","0.5","NaN","InverseCDF","0.69314718055994529","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.5","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.5","NaN","Gradient2","0.69314718055994529","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.5","NaN","Gradient3","-0.24022650695910069","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0","NaN","0.98999999999999999","NaN","InverseCDF","4.6051701859880909","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.98999999999999999","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.98999999999999999","NaN","Gradient2","4.6051701859880909","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.98999999999999999","NaN","Gradient3","-10.603796220956793","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0","NaN","0.99999999999900002","NaN","InverseCDF","27.631043237893358","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.99999999999900002","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.99999999999900002","NaN","Gradient2","27.631043237893358","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0","NaN","0.99999999999900002","NaN","Gradient3","-381.73727520716614","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","support","0","1","0","NaN","NaN","NaN","Minimum","0","0","1.9999999999999999e-11","0","mathematical-support","finite"
"GPA","support","0","1","0","NaN","NaN","NaN","Maximum","Inf","0","1.9999999999999999e-11","0","mathematical-support","infinite"
"GPA","boundary-and-evaluation","0","1","0","0","NaN","NaN","LogPDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","0","0","NaN","NaN","LogCCDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0","Inf","NaN","NaN","LogPDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","0","Inf","NaN","NaN","LogCDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0","Inf","NaN","NaN","LogCCDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","0","0.10000000000000001","NaN","NaN","LogPDF","-0.10000000000000001","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0","0.10000000000000001","NaN","NaN","LogCDF","-2.3521684610440907","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0","0.10000000000000001","NaN","NaN","LogCCDF","-0.10000000000000001","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","defining-quantile","0","1","9.9999999999999995e-07","NaN","9.9999999999999998e-13","NaN","InverseCDF","1.000000000000501e-12","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","9.9999999999999998e-13","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","9.9999999999999998e-13","NaN","Gradient2","1.0000000000005e-12","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","9.9999999999999998e-13","NaN","Gradient3","-5.0000000000050001e-25","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","9.9999999999999995e-07","NaN","0.01","NaN","InverseCDF","0.010050335802996821","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.01","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.01","NaN","Gradient2","0.010050335802996817","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.01","NaN","Gradient3","-5.0504625045695983e-05","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","9.9999999999999995e-07","NaN","0.5","NaN","InverseCDF","0.69314694033349378","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.5","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.5","NaN","Gradient2","0.69314694033349378","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.5","NaN","Gradient3","-0.24022639595091222","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","9.9999999999999995e-07","NaN","0.98999999999999999","NaN","InverseCDF","4.605159582208147","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.98999999999999999","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.98999999999999999","NaN","Gradient2","4.605159582208147","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.98999999999999999","NaN","Gradient3","-10.603763666155537","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","9.9999999999999995e-07","NaN","0.99999999999900002","NaN","InverseCDF","27.630661504134061","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.99999999999900002","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.99999999999900002","NaN","Gradient2","27.630661504134061","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","9.9999999999999995e-07","NaN","0.99999999999900002","NaN","Gradient3","-381.73024341392278","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","support","0","1","9.9999999999999995e-07","NaN","NaN","NaN","Minimum","0","0","1.9999999999999999e-11","0","mathematical-support","finite"
"GPA","support","0","1","9.9999999999999995e-07","NaN","NaN","NaN","Maximum","1000000","0","1.9999999999999999e-11","0","mathematical-support","finite"
"GPA","boundary-and-evaluation","0","1","9.9999999999999995e-07","0","NaN","NaN","LogPDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","9.9999999999999995e-07","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","9.9999999999999995e-07","0","NaN","NaN","LogCCDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","9.9999999999999995e-07","1000000","NaN","NaN","LogPDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","9.9999999999999995e-07","1000000","NaN","NaN","LogCDF","0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","9.9999999999999995e-07","1000000","NaN","NaN","LogCCDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","9.9999999999999995e-07","0.10000000000000001","NaN","NaN","LogPDF","-0.099999904999995337","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","9.9999999999999995e-07","0.10000000000000001","NaN","NaN","LogCDF","-2.352168413502429","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","9.9999999999999995e-07","0.10000000000000001","NaN","NaN","LogCCDF","-0.10000000500000034","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","defining-quantile","0","1","0.20000000000000001","NaN","9.9999999999999998e-13","NaN","InverseCDF","1.000000000000401e-12","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","9.9999999999999998e-13","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","9.9999999999999998e-13","NaN","Gradient2","1.0000000000004e-12","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","9.9999999999999998e-13","NaN","Gradient3","-5.0000000000043324e-25","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0.20000000000000001","NaN","0.01","NaN","InverseCDF","0.010040241692871","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.01","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.01","NaN","Gradient2","0.010040241692870997","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.01","NaN","Gradient3","-5.0436997911460086e-05","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0.20000000000000001","NaN","0.5","NaN","InverseCDF","0.64724718351937927","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.5","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.5","NaN","Gradient2","0.64724718351937927","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.5","NaN","Gradient3","-0.2191375751789931","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0.20000000000000001","NaN","0.98999999999999999","NaN","InverseCDF","3.0094641472325132","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.98999999999999999","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.98999999999999999","NaN","Gradient2","3.0094641472325132","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.98999999999999999","NaN","Gradient3","-5.8805643728573562","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0.20000000000000001","NaN","0.99999999999900002","NaN","InverseCDF","4.9800947295412579","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.99999999999900002","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.99999999999900002","NaN","Gradient2","4.9800947295412579","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.20000000000000001","NaN","0.99999999999900002","NaN","Gradient3","-24.350470258998826","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","support","0","1","0.20000000000000001","NaN","NaN","NaN","Minimum","0","0","1.9999999999999999e-11","0","mathematical-support","finite"
"GPA","support","0","1","0.20000000000000001","NaN","NaN","NaN","Maximum","5","0","1.9999999999999999e-11","0","mathematical-support","finite"
"GPA","boundary-and-evaluation","0","1","0.20000000000000001","0","NaN","NaN","LogPDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0.20000000000000001","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","0.20000000000000001","0","NaN","NaN","LogCCDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0.20000000000000001","5","NaN","NaN","LogPDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","0.20000000000000001","5","NaN","NaN","LogCDF","0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0.20000000000000001","5","NaN","NaN","LogCCDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","0.20000000000000001","0.10000000000000001","NaN","NaN","LogPDF","-0.080810829270077808","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0.20000000000000001","0.10000000000000001","NaN","NaN","LogCDF","-2.3425823943338893","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0.20000000000000001","0.10000000000000001","NaN","NaN","LogCCDF","-0.10101353658759725","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","defining-quantile","0","1","0.5","NaN","9.9999999999999998e-13","NaN","InverseCDF","1.000000000000251e-12","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","9.9999999999999998e-13","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","9.9999999999999998e-13","NaN","Gradient2","1.00000000000025e-12","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","9.9999999999999998e-13","NaN","Gradient3","-5.0000000000033332e-25","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0.5","NaN","0.01","NaN","InverseCDF","0.010025125786760096","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.01","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.01","NaN","Gradient2","0.010025125786760092","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.01","NaN","Gradient3","-5.0335747647837288e-05","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0.5","NaN","0.5","NaN","InverseCDF","0.58578643762690497","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.5","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.5","NaN","Gradient2","0.58578643762690497","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.5","NaN","Gradient3","-0.19131473178526276","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0.5","NaN","0.98999999999999999","NaN","InverseCDF","1.8","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.98999999999999999","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.98999999999999999","NaN","Gradient2","1.8","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.98999999999999999","NaN","Gradient3","-2.6789659628023812","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","defining-quantile","0","1","0.5","NaN","0.99999999999900002","NaN","InverseCDF","1.9999980000221218","0","1.9999999999999999e-11","0","Hosking-quantile-expm1","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.99999999999900002","NaN","Gradient1","1","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.99999999999900002","NaN","Gradient2","1.9999980000221218","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","analytic-quantile-gradient","0","1","0.5","NaN","0.99999999999900002","NaN","Gradient3","-3.999940738569014","0","1.9999999999999999e-11","0","defining-quantile-derivative","finite"
"GPA","support","0","1","0.5","NaN","NaN","NaN","Minimum","0","0","1.9999999999999999e-11","0","mathematical-support","finite"
"GPA","support","0","1","0.5","NaN","NaN","NaN","Maximum","2","0","1.9999999999999999e-11","0","mathematical-support","finite"
"GPA","boundary-and-evaluation","0","1","0.5","0","NaN","NaN","LogPDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0.5","0","NaN","NaN","LogCDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","0.5","0","NaN","NaN","LogCCDF","-0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
"GPA","boundary-and-evaluation","0","1","0.5","2","NaN","NaN","LogPDF","-Inf","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","infinite"
"GPA","boundary-and-evaluation","0","1","0.5","2","NaN","NaN","LogCDF","0","0","1.9999999999999999e-11","0","defining-density-and-one-sided-limits","finite"
